time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-13 00:00:00+00:00,22,2,4.0,1.0
2025-03-14 00:00:00+00:00,24,1,,
2025-03-15 00:00:00+00:00,8,1,,
2025-03-17 00:00:00+00:00,12,1,5.0,1.0
2025-03-18 00:00:00+00:00,8,1,5.0,2.0
2025-03-19 00:00:00+00:00,4,1,13.0,3.0
2025-03-20 00:00:00+00:00,8,1,,
2025-03-21 00:00:00+00:00,25,6,16.0,4.0
2025-03-22 00:00:00+00:00,5,2,,
2025-03-24 00:00:00+00:00,132,24,6.0,1.0
2025-03-25 00:00:00+00:00,12,1,1.0,1.0
2025-03-26 00:00:00+00:00,16,1,,
